13352,514.4869995117188,232.48020935058594,73.98676300048828,0.9480069279670715,13585,0.5928162336349487,Cammeo
14824,513.2169799804688,220.1602020263672,86.8072509765625,0.9189855456352234,15150,0.5683613419532776,Cammeo
15786,500.8609924316406,205.4672393798828,98.816650390625,0.8767555356025696,16127,0.6109133362770081,Cammeo
14571,489.4330139160156,206.7878875732422,90.45136260986328,0.8992615342140198,14839,0.6055102944374084,Cammeo
14601,476.22601318359375,192.60653686523438,97.93213653564453,0.8610873818397522,14815,0.6278379559516907,Cammeo
15581,517.3319702148438,221.95938110351562,90.30760955810547,0.9134880900382996,15901,0.5540896058082581,Cammeo
12930,474.0780029296875,205.35633850097656,80.71208190917969,0.9195238351821899,13181,0.7406346797943115,Cammeo
16505,506.89599609375,207.34584045410156,103.24419403076172,0.8672158718109131,16782,0.778170645236969,Cammeo
16006,528.176025390625,222.67190551757812,93.09613037109375,0.9084072113037109,16466,0.6118501424789429,Cammeo
14477,499.4700012207031,217.10546875,85.79216766357422,0.9186108112335205,14726,0.5755118131637573,Cammeo
15071,494.135009765625,200.59483337402344,97.3932876586914,0.8742242455482483,15575,0.6892120838165283,Cammeo
14181,485.2449951171875,206.8582763671875,87.94334411621094,0.9051284790039062,14423,0.647830069065094,Cammeo
13680,473.08599853515625,194.9403839111328,91.22505187988281,0.8837476372718811,14077,0.7794871926307678,Cammeo
15551,515.7839965820312,215.08973693847656,93.75079345703125,0.9000104665756226,15908,0.5656554698944092,Cammeo
16865,517.7470092773438,210.4794464111328,103.80493927001953,0.8699254393577576,17234,0.6502043604850769,Cammeo
16258,533.3410034179688,229.1129913330078,91.12013244628906,0.9175119400024414,16705,0.5708166360855103,Cammeo
15133,503.218994140625,216.5750274658203,89.47614288330078,0.910666823387146,15359,0.5926143527030945,Cammeo
15742,499.98199462890625,209.39419555664062,96.45911407470703,0.8875777125358582,15950,0.7566086649894714,Cammeo
12181,456.93798828125,194.85516357421875,80.28486633300781,0.9111733436584473,12489,0.5848938822746277,Cammeo
16679,528.552001953125,222.7795867919922,96.64006805419922,0.9010128974914551,17006,0.5691714286804199,Cammeo
16862,519.4710083007812,219.6599578857422,98.39157104492188,0.8940702676773071,17104,0.6122730374336243,Cammeo
13013,470.95599365234375,197.69464111328125,84.80590057373047,0.9033167362213135,13376,0.5756436586380005,Cammeo
15042,502.2139892578125,212.09437561035156,91.29269409179688,0.9026219248771667,15416,0.7021097540855408,Cammeo
15486,492.6940002441406,204.37213134765625,97.6780014038086,0.878391444683075,15688,0.6011645793914795,Cammeo
13109,484.9930114746094,204.72830200195312,82.84823608398438,0.9144610166549683,13497,0.5251161456108093,Cammeo
14759,493.8039855957031,207.78457641601562,91.68565368652344,0.8973825573921204,15106,0.7058683037757874,Cammeo
11396,446.2829895019531,192.23240661621094,76.52645874023438,0.917344868183136,11692,0.6451539993286133,Cammeo
14324,487.25299072265625,195.9451446533203,94.84135437011719,0.8750569820404053,14822,0.7574027180671692,Cammeo
14850,500.2980041503906,213.07789611816406,89.35130310058594,0.9078309535980225,15124,0.5802140831947327,Cammeo
13909,475.6180114746094,199.60726928710938,89.94419860839844,0.892723023891449,14241,0.7278769016265869,Cammeo
15454,500.8970031738281,208.54159545898438,95.32327270507812,0.8894180059432983,15773,0.583433985710144,Cammeo
14938,502.68701171875,209.6447296142578,92.03596496582031,0.8984825611114502,15331,0.6352000832557678,Cammeo
11966,456.84600830078125,194.270263671875,79.3506851196289,0.912778377532959,12337,0.5745978355407715,Cammeo
15644,501.114013671875,210.3576202392578,95.27698516845703,0.8915467858314514,15858,0.7879123687744141,Cammeo
15552,492.98199462890625,198.20626831054688,101.64401245117188,0.8584965467453003,15936,0.6274510025978088,Cammeo
15807,513.510986328125,219.29632568359375,92.29656982421875,0.9071182012557983,16078,0.780978262424469,Cammeo
